loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
1.3208603858947754,0.5485714077949524,0.5790013670921326,0.4837142825126648,5.475461006164551,0.41978609561920166,0.41978609561920166,0.41978609561920166
0.935396134853363,0.6259999871253967,0.6866393685340881,0.5271428823471069,10.974026679992676,0.3850267231464386,0.3850267231464386,0.3850267231464386
0.8626217842102051,0.654285728931427,0.7124159932136536,0.5754285454750061,12.191508293151855,0.42379680275917053,0.42379680275917053,0.42379680275917053
0.9448613524436951,0.6465714573860168,0.6857923269271851,0.5737142562866211,2.8360955715179443,0.25,0.25,0.25
0.9634994864463806,0.6200000047683716,0.6763215065002441,0.5337142944335938,4.431461811065674,0.4331550896167755,0.4386206865310669,0.42513367533683777
0.877318263053894,0.6502857208251953,0.703327476978302,0.5737142562866211,2.179415702819824,0.3168449103832245,0.32758620381355286,0.30481284856796265
0.8038243651390076,0.6857143044471741,0.7310202717781067,0.6079999804496765,1.742958426475525,0.4224599003791809,0.44748857617378235,0.39304813742637634
0.7634784579277039,0.6971428394317627,0.7454789280891418,0.6359999775886536,2.244018793106079,0.303475946187973,0.32598423957824707,0.2767379581928253
0.7266613841056824,0.7074285745620728,0.7549713253974915,0.6399999856948853,3.152231216430664,0.35695186257362366,0.3666191101074219,0.3435828983783722
0.7062167525291443,0.7151428461074829,0.7603927850723267,0.6637142896652222,4.607719421386719,0.28342247009277344,0.2841225564479828,0.27272728085517883
0.7018036842346191,0.7171428799629211,0.7574080228805542,0.6645714044570923,1.621012806892395,0.44518715143203735,0.4757118821144104,0.3796791434288025
0.6613755822181702,0.734000027179718,0.7782126665115356,0.6817142963409424,1.7623728513717651,0.47058823704719543,0.48698315024375916,0.42513367533683777
0.6410982012748718,0.7457143068313599,0.7815099358558655,0.6980000138282776,3.1636576652526855,0.3475935757160187,0.347885400056839,0.34090909361839294
0.6491566896438599,0.7428571581840515,0.7828443646430969,0.7014285922050476,3.2737481594085693,0.4692513346672058,0.4763889014720917,0.4585561454296112
0.6694189310073853,0.7382857203483582,0.7777062058448792,0.6897143125534058,1.5621551275253296,0.47192513942718506,0.49839743971824646,0.4157753884792328
0.6589451432228088,0.7471428513526917,0.7763242125511169,0.6951428651809692,1.9881305694580078,0.5762032270431519,0.5916666388511658,0.5695187449455261
0.6600199937820435,0.7348571419715881,0.7720306515693665,0.6908571720123291,1.9476654529571533,0.5133689641952515,0.5130674242973328,0.4986630976200104
0.6055135130882263,0.7665714025497437,0.798602283000946,0.7182857394218445,1.2226752042770386,0.6189839839935303,0.645714282989502,0.6042780876159668
0.5920142531394958,0.7651428580284119,0.7975670695304871,0.730571448802948,0.9584342241287231,0.6604278087615967,0.6934523582458496,0.6229946613311768
0.5609744191169739,0.7734285593032837,0.8031569123268127,0.741428554058075,1.8151905536651611,0.4732620418071747,0.4915730357170105,0.4679144322872162
0.5529503226280212,0.7862856984138489,0.8099046349525452,0.7522857189178467,0.7077937722206116,0.7366310358047485,0.7592592835426331,0.7125668525695801
0.5521935820579529,0.7797142863273621,0.8122461438179016,0.7428571581840515,0.8378727436065674,0.7165775299072266,0.7492753863334656,0.6911764740943909
0.5188307166099548,0.7945713996887207,0.8217912912368774,0.7628571391105652,0.7012863755226135,0.7219251394271851,0.7514619827270508,0.6871657967567444
0.4950750172138214,0.8054285645484924,0.8272920846939087,0.7760000228881836,1.37306809425354,0.5213903784751892,0.5443037748336792,0.45989304780960083
0.5139434933662415,0.7971428632736206,0.8247678279876709,0.7611428499221802,0.8082235455513,0.7032085657119751,0.7336244583129883,0.6737967729568481
0.5227529406547546,0.7928571701049805,0.8174846768379211,0.7614285945892334,1.226165771484375,0.5882353186607361,0.597749650478363,0.5681818127632141
0.49837976694107056,0.8045714497566223,0.8318014740943909,0.7757142782211304,0.6636834144592285,0.7286096215248108,0.7531914710998535,0.7098930478096008
0.4929557144641876,0.7985714077949524,0.8204579949378967,0.767714262008667,1.1735681295394897,0.6296791434288025,0.6416430473327637,0.605614960193634
0.4785196781158447,0.8125714063644409,0.8354622721672058,0.7848571538925171,2.170198440551758,0.5,0.5061898231506348,0.49197861552238464
0.477951318025589,0.8197143077850342,0.8386803865432739,0.7917143106460571,1.7817741632461548,0.5173797011375427,0.5270457863807678,0.5080214142799377
0.46651530265808105,0.8165714144706726,0.8425053358078003,0.7917143106460571,0.8396590352058411,0.6818181872367859,0.7088235020637512,0.644385039806366
0.47676682472229004,0.8168571591377258,0.8411442637443542,0.7897142767906189,0.7094027996063232,0.7366310358047485,0.761904776096344,0.7058823704719543
0.45630377531051636,0.8214285969734192,0.8432497978210449,0.7977142930030823,0.7229454517364502,0.7098930478096008,0.7235890030860901,0.6684492230415344
